model_id,benchmark_id,protocol,total_rows,complete_transitions,excluded,repair,repair_denominator_initial_fail,repair_rate,regression,regression_denominator_initial_pass,regression_rate,functional_preservation,functional_preservation_rate,unrepaired_failure,unrepaired_failure_rate,repair_minus_regression,net_gain_rate
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,1136,1133,3,26,571,0.04553415061295972,159,562,0.28291814946619215,403,0.7170818505338078,545,0.9544658493870403,-133,-0.11738746690203
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcpr,1136,1134,2,15,572,0.026223776223776224,33,562,0.05871886120996441,529,0.9412811387900356,557,0.9737762237762237,-18,-0.015873015873015872
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcr,1136,1133,3,10,571,0.017513134851138354,27,562,0.04804270462633452,535,0.9519572953736655,561,0.9824868651488616,-17,-0.01500441306266549
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,direct,1136,1135,1,0,573,0.0,0,562,0.0,562,1.0,573,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dr,1136,1135,1,3,573,0.005235602094240838,0,562,0.0,562,1.0,570,0.9947643979057592,3,0.0026431718061674008
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,r,1136,1135,1,4,573,0.006980802792321117,0,562,0.0,562,1.0,569,0.9930191972076788,4,0.003524229074889868
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_cpr,1136,1134,2,7,573,0.012216404886561954,5,561,0.008912655971479501,556,0.9910873440285205,566,0.987783595113438,2,0.001763668430335097
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_cr,1136,1135,1,3,573,0.005235602094240838,1,562,0.0017793594306049821,561,0.998220640569395,570,0.9947643979057592,2,0.001762114537444934
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dcpr,1136,1128,8,12,571,0.021015761821366025,19,557,0.03411131059245961,538,0.9658886894075404,559,0.978984238178634,-7,-0.0062056737588652485
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dcr,1136,1135,1,4,573,0.006980802792321117,4,562,0.0071174377224199285,558,0.9928825622775801,569,0.9930191972076788,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dr,1136,1135,1,3,573,0.005235602094240838,4,562,0.0071174377224199285,558,0.9928825622775801,570,0.9947643979057592,-1,-0.000881057268722467
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,163,158,5,6,20,0.3,17,138,0.12318840579710146,121,0.8768115942028986,14,0.7,-11,-0.06962025316455696
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,163,158,5,7,20,0.35,12,138,0.08695652173913043,126,0.9130434782608695,13,0.65,-5,-0.03164556962025317
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcpr,163,158,5,1,20,0.05,3,138,0.021739130434782608,135,0.9782608695652174,19,0.95,-2,-0.012658227848101266
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcr,163,158,5,1,20,0.05,3,138,0.021739130434782608,135,0.9782608695652174,19,0.95,-2,-0.012658227848101266
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,direct,163,159,4,0,21,0.0,0,138,0.0,138,1.0,21,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dr,163,158,5,0,20,0.0,0,138,0.0,138,1.0,20,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,r,163,158,5,0,20,0.0,0,138,0.0,138,1.0,20,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_cpr,163,153,10,5,20,0.25,2,133,0.015037593984962405,131,0.9849624060150376,15,0.75,3,0.0196078431372549
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_cr,163,158,5,1,20,0.05,0,138,0.0,138,1.0,19,0.95,1,0.006329113924050633
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dcpr,163,158,5,1,20,0.05,2,138,0.014492753623188406,136,0.9855072463768116,19,0.95,-1,-0.006329113924050633
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dcr,163,156,7,0,20,0.0,0,136,0.0,136,1.0,20,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dr,163,158,5,0,20,0.0,0,138,0.0,138,1.0,20,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,378,375,3,9,88,0.10227272727272728,51,287,0.17770034843205576,236,0.8222996515679443,79,0.8977272727272727,-42,-0.112
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,378,374,4,10,87,0.11494252873563218,45,287,0.156794425087108,242,0.8432055749128919,77,0.8850574712643678,-35,-0.09358288770053476
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcpr,378,376,2,1,89,0.011235955056179775,6,287,0.020905923344947737,281,0.9790940766550522,88,0.9887640449438202,-5,-0.013297872340425532
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcr,378,375,3,3,88,0.03409090909090909,5,287,0.017421602787456445,282,0.9825783972125436,85,0.9659090909090909,-2,-0.005333333333333333
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,direct,378,377,1,0,90,0.0,0,287,0.0,287,1.0,90,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dr,378,377,1,0,90,0.0,0,287,0.0,287,1.0,90,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,r,378,377,1,0,90,0.0,0,287,0.0,287,1.0,90,1.0,0,0.0
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_cpr,378,370,8,5,88,0.056818181818181816,7,282,0.024822695035460994,275,0.975177304964539,83,0.9431818181818182,-2,-0.005405405405405406
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_cr,378,374,4,1,89,0.011235955056179775,2,285,0.007017543859649123,283,0.9929824561403509,88,0.9887640449438202,-1,-0.00267379679144385
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dcpr,378,376,2,3,89,0.033707865168539325,6,287,0.020905923344947737,281,0.9790940766550522,86,0.9662921348314607,-3,-0.007978723404255319
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dcr,378,367,11,0,85,0.0,4,282,0.014184397163120567,278,0.9858156028368794,85,1.0,-4,-0.010899182561307902
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dr,378,375,3,1,88,0.011363636363636364,3,287,0.010452961672473868,284,0.9895470383275261,87,0.9886363636363636,-2,-0.005333333333333333
