model_id,benchmark_id,protocol,total_rows,cost_determinate,end_to_end_tokens_total,end_to_end_tokens_mean,end_to_end_tokens_median,end_to_end_input_tokens_total,end_to_end_input_tokens_mean,end_to_end_input_tokens_median,end_to_end_output_tokens_total,end_to_end_output_tokens_mean,end_to_end_output_tokens_median,incremental_tokens_total,incremental_input_tokens_total,incremental_output_tokens_total,decision_overhead_tokens_total,avoided_refinement_tokens_total,net_token_saving_total,determinate_final,correct,pass_rate
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_cr,1136,1136,1390118,1223.6954225352113,1182.0,908736,799.943661971831,764.5,481382,423.7517605633803,408.0,842042,601305,240737,,,,1136,561,0.49383802816901406
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_dcpr,1136,1136,1448058,1274.6989436619717,1233.5,959856,844.943661971831,809.5,488202,429.75528169014086,414.0,899982,652425,247557,,,,1136,560,0.49295774647887325
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_dcr,1136,1136,1437436,1265.3485915492959,1224.0,949632,835.943661971831,800.5,487804,429.40492957746477,414.0,889360,642201,247159,,,,1136,561,0.49383802816901406
qwen2.5-coder-14b-instruct,bigcodebench_instruct,sc_dr,1136,1136,1420936,1250.8239436619717,1210.0,933728,821.943661971831,786.5,487208,428.88028169014086,414.0,872860,626297,246563,,,,1136,560,0.49295774647887325
qwen2.5-coder-14b-instruct,humaneval_plus,cpr,163,163,371684,2280.269938650307,2117,283010,1736.2576687116564,1643,88674,544.0122699386503,472,299394,241368,58026,,,,161,141,0.8757763975155279
qwen2.5-coder-14b-instruct,humaneval_plus,cr,163,163,283829,1741.282208588957,1652,204737,1256.0552147239264,1192,79092,485.2269938650307,440,211539,163095,48444,,,,161,139,0.8633540372670807
qwen2.5-coder-14b-instruct,humaneval_plus,dcpr,163,163,169592,1040.441717791411,843,130338,799.6196319018405,654,39254,240.82208588957056,183,97302,88696,8606,69184,271276,202092,161,145,0.9006211180124224
qwen2.5-coder-14b-instruct,humaneval_plus,dcr,163,163,159731,979.9447852760736,843,123088,755.1411042944785,654,36643,224.80368098159508,183,87441,81446,5995,69184,193282,124098,161,144,0.8944099378881988
qwen2.5-coder-14b-instruct,humaneval_plus,direct,163,163,72290,443.49693251533745,428,41642,255.4723926380368,240,30648,188.0245398773006,177,0,0,0,,,,161,142,0.8819875776397516
qwen2.5-coder-14b-instruct,humaneval_plus,dr,163,163,148801,912.8895705521472,841,115307,707.4049079754601,650,33494,205.48466257668713,181,76511,73665,2846,69184,99937,30753,161,143,0.8881987577639752
qwen2.5-coder-14b-instruct,humaneval_plus,r,163,163,179554,1101.558282208589,1062,118496,726.9693251533743,696,61058,374.58895705521473,352,107264,76854,30410,,,,161,142,0.8819875776397516
qwen2.5-coder-14b-instruct,humaneval_plus,sc_cpr,163,163,184992,1134.920245398773,1092,123386,756.9693251533743,726,61606,377.9509202453988,356,112702,81744,30958,,,,161,143,0.8881987577639752
qwen2.5-coder-14b-instruct,humaneval_plus,sc_cr,163,163,182761,1121.2331288343557,1081,121593,745.9693251533743,715,61168,375.2638036809816,354,110471,79951,30520,,,,161,141,0.8757763975155279
qwen2.5-coder-14b-instruct,humaneval_plus,sc_dcpr,163,163,191277,1173.478527607362,1132,128928,790.9693251533743,760,62349,382.5092024539877,360,118987,87286,31701,,,,161,143,0.8881987577639752
qwen2.5-coder-14b-instruct,humaneval_plus,sc_dcr,163,163,189758,1164.159509202454,1123,127461,781.9693251533743,751,62297,382.19018404907973,360,117468,85819,31649,,,,161,143,0.8881987577639752
qwen2.5-coder-14b-instruct,humaneval_plus,sc_dr,163,163,187321,1149.2085889570553,1109,125179,767.9693251533743,737,62142,381.23926380368096,360,115031,83537,31494,,,,161,144,0.8944099378881988
qwen2.5-coder-14b-instruct,mbpp_plus,cpr,378,378,607702,1607.6772486772486,1462.0,452843,1197.9973544973545,1118.5,154859,409.6798941798942,351.5,498572,387258,111314,,,,377,288,0.7639257294429708
qwen2.5-coder-14b-instruct,mbpp_plus,cr,378,378,468351,1239.0238095238096,1151.5,332599,879.8915343915344,834.0,135752,359.13227513227514,321.0,359221,267014,92207,,,,377,290,0.7692307692307693
qwen2.5-coder-14b-instruct,mbpp_plus,dcpr,378,378,250533,662.7857142857143,531.0,193645,512.2883597883598,423.0,56888,150.4973544973545,107.5,141403,128060,13343,101927,459096,357169,377,294,0.7798408488063661
qwen2.5-coder-14b-instruct,mbpp_plus,dcr,378,378,236340,625.2380952380952,531.0,183728,486.0529100529101,423.0,52612,139.1851851851852,107.5,127210,118143,9067,101927,333938,232011,377,296,0.7851458885941645
qwen2.5-coder-14b-instruct,mbpp_plus,direct,378,378,109130,288.7037037037037,271.0,65585,173.505291005291,165.5,43545,115.1984126984127,101.0,0,0,0,,,,377,287,0.7612732095490716
qwen2.5-coder-14b-instruct,mbpp_plus,dr,378,378,220287,582.7698412698413,531.0,172841,457.25132275132273,423.0,47446,125.51851851851852,107.0,111157,107256,3901,101927,153977,52050,377,290,0.7692307692307693
qwen2.5-coder-14b-instruct,mbpp_plus,r,378,378,272337,720.468253968254,672.5,185299,490.20899470899474,470.5,87038,230.25925925925927,202.0,163207,119714,43493,,,,377,290,0.7692307692307693
qwen2.5-coder-14b-instruct,mbpp_plus,sc_cpr,378,378,283778,750.7354497354497,702.0,196639,520.2089947089947,500.5,87139,230.52645502645504,202.0,174648,131054,43594,,,,377,293,0.7771883289124668
qwen2.5-coder-14b-instruct,mbpp_plus,sc_cr,378,378,279655,739.8280423280423,691.5,192481,509.20899470899474,489.5,87174,230.61904761904762,202.0,170525,126896,43629,,,,377,294,0.7798408488063661
qwen2.5-coder-14b-instruct,mbpp_plus,sc_dcpr,378,378,299169,791.452380952381,742.5,209491,554.2089947089947,534.5,89678,237.24338624338625,209.0,190039,143906,46133,,,,377,292,0.7745358090185677
qwen2.5-coder-14b-instruct,mbpp_plus,sc_dcr,378,378,295553,781.8862433862433,733.5,206089,545.2089947089947,525.5,89464,236.67724867724868,208.0,186423,140504,45919,,,,377,289,0.76657824933687
qwen2.5-coder-14b-instruct,mbpp_plus,sc_dr,378,378,290266,767.8994708994709,719.0,200797,531.2089947089947,511.5,89469,236.6904761904762,208.0,181136,135212,45924,,,,377,291,0.7718832891246684
qwen2.5-coder-7b-instruct,bigcodebench_instruct,cpr,1136,1136,2871748,2527.9471830985917,2237.0,2138258,1882.269366197183,1724.0,733490,645.6778169014085,500.0,2358146,1830827,527319,,,,1136,470,0.4137323943661972
qwen2.5-coder-7b-instruct,bigcodebench_instruct,cr,1136,1136,2168251,1908.6716549295775,1732.5,1542218,1357.5862676056338,1257.5,626033,551.0853873239437,467.5,1654649,1234787,419862,,,,1136,472,0.4154929577464789
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dcpr,1136,1136,1209120,1064.3661971830986,861.0,938186,825.8679577464789,674.0,270934,238.4982394366197,182.0,695518,630755,64763,491953,2154581,1662628,1136,471,0.414612676056338
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dcr,1136,1136,1142731,1005.925176056338,861.0,889677,783.1663732394367,674.0,253054,222.7588028169014,182.0,629129,582246,46883,491953,1517473,1025520,1136,472,0.4154929577464789
qwen2.5-coder-7b-instruct,bigcodebench_instruct,direct,1136,1136,513602,452.11443661971833,431.0,307431,270.6258802816901,254.0,206171,181.48855633802816,171.0,0,0,0,,,,1136,466,0.4102112676056338
qwen2.5-coder-7b-instruct,bigcodebench_instruct,dr,1136,1136,1051582,925.6883802816901,861.0,829040,729.7887323943662,674.0,222542,195.89964788732394,181.5,537980,521609,16371,491953,705924,213971,1136,471,0.414612676056338
qwen2.5-coder-7b-instruct,bigcodebench_instruct,r,1136,1136,1265553,1114.043133802817,1064.5,852841,750.7403169014085,714.5,412712,363.30281690140845,342.0,751951,545410,206541,,,,1136,477,0.4198943661971831
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_cpr,1136,1136,1299843,1144.2279929577464,1094.5,886921,780.7403169014085,744.5,412922,363.48767605633805,342.0,786241,579490,206751,,,,1136,477,0.4198943661971831
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_cr,1136,1136,1287598,1133.4489436619717,1084.5,874425,769.7403169014085,733.5,413173,363.7086267605634,342.0,773996,566994,207002,,,,1136,475,0.41813380281690143
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_dcpr,1136,1136,1367451,1203.7420774647887,1150.0,925545,814.7403169014085,778.5,441906,389.0017605633803,368.0,853849,618114,235735,,,,1136,471,0.414612676056338
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_dcr,1136,1136,1336268,1176.2922535211267,1127.0,915321,805.7403169014085,769.5,420947,370.55193661971833,350.0,822666,607890,214776,,,,1136,475,0.41813380281690143
qwen2.5-coder-7b-instruct,bigcodebench_instruct,sc_dr,1136,1136,1318852,1160.9612676056338,1111.5,899417,791.7403169014085,755.5,419435,369.22095070422534,349.0,805250,591986,213264,,,,1136,474,0.41725352112676056
qwen2.5-coder-7b-instruct,humaneval_plus,cpr,163,163,340632,2089.7668711656443,1921,264397,1622.0674846625766,1539,76235,467.6993865030675,398,274255,222755,51500,,,,162,135,0.8333333333333334
qwen2.5-coder-7b-instruct,humaneval_plus,cr,163,163,259929,1594.6564417177915,1503,191825,1176.840490797546,1125,68104,417.81595092024537,383,193552,150183,43369,,,,161,135,0.8385093167701864
qwen2.5-coder-7b-instruct,humaneval_plus,dcpr,163,163,140830,863.9877300613497,769,112452,689.8895705521472,618,28378,174.09815950920245,148,74453,70810,3643,63275,263077,199802,161,140,0.8695652173913043
qwen2.5-coder-7b-instruct,humaneval_plus,dcr,163,163,136544,837.6932515337423,769,109388,671.0920245398773,618,27156,166.60122699386503,148,70167,67746,2421,63275,186660,123385,161,140,0.8695652173913043
qwen2.5-coder-7b-instruct,humaneval_plus,direct,163,163,66377,407.22085889570553,389,41642,255.4723926380368,240,24735,151.74846625766872,139,0,0,0,,,,161,140,0.8695652173913043
qwen2.5-coder-7b-instruct,humaneval_plus,dr,163,163,132252,811.361963190184,759,106352,652.4662576687117,618,25900,158.8957055214724,145,65875,64710,1165,63275,93297,30022,161,141,0.8757763975155279
qwen2.5-coder-7b-instruct,humaneval_plus,r,163,163,162274,995.5460122699386,947,112583,690.6932515337423,665,49691,304.85276073619633,280,95897,70941,24956,,,,161,140,0.8695652173913043
qwen2.5-coder-7b-instruct,humaneval_plus,sc_cpr,163,163,166938,1024.159509202454,972,117473,720.6932515337423,695,49465,303.46625766871165,278,100561,75831,24730,,,,161,139,0.8633540372670807
qwen2.5-coder-7b-instruct,humaneval_plus,sc_cr,163,163,165188,1013.4233128834355,961,115680,709.6932515337423,684,49508,303.73006134969324,278,98811,74038,24773,,,,161,139,0.8633540372670807
qwen2.5-coder-7b-instruct,humaneval_plus,sc_dcpr,163,163,175245,1075.122699386503,1012,123015,754.6932515337423,729,52230,320.42944785276075,298,108868,81373,27495,,,,161,140,0.8695652173913043
qwen2.5-coder-7b-instruct,humaneval_plus,sc_dcr,163,163,172559,1058.644171779141,1003,121548,745.6932515337423,720,51011,312.9509202453988,286,106182,79906,26276,,,,161,140,0.8695652173913043
qwen2.5-coder-7b-instruct,humaneval_plus,sc_dr,163,163,169714,1041.1901840490798,989,119266,731.6932515337423,706,50448,309.49693251533745,284,103337,77624,25713,,,,161,141,0.8757763975155279
qwen2.5-coder-7b-instruct,mbpp_plus,cpr,378,378,570495,1509.2460317460318,1399.5,433450,1146.6931216931216,1079.5,137045,362.5529100529101,308.5,463565,367865,95700,,,,374,275,0.7352941176470589
qwen2.5-coder-7b-instruct,mbpp_plus,cr,378,378,437851,1158.335978835979,1095.5,317330,839.4973544973545,796.5,120521,318.83862433862436,285.5,330921,251745,79176,,,,374,277,0.7406417112299465
qwen2.5-coder-7b-instruct,mbpp_plus,dcpr,378,378,255588,676.1587301587301,524.0,197005,521.1772486772487,417.5,58583,154.9814814814815,106.5,148658,131420,17238,99724,414631,314907,375,280,0.7466666666666667
qwen2.5-coder-7b-instruct,mbpp_plus,dcr,378,378,239659,634.0185185185185,524.0,185779,491.478835978836,417.5,53880,142.53968253968253,106.5,132729,120194,12535,99724,297916,198192,375,280,0.7466666666666667
qwen2.5-coder-7b-instruct,mbpp_plus,direct,378,378,106930,282.8835978835979,266.0,65585,173.505291005291,165.5,41345,109.37830687830687,99.0,0,0,0,,,,375,278,0.7413333333333333
qwen2.5-coder-7b-instruct,mbpp_plus,dr,378,378,216981,574.0238095238095,524.0,171396,453.42857142857144,417.5,45585,120.5952380952381,105.5,110051,105811,4240,99724,148549,48825,375,279,0.744
qwen2.5-coder-7b-instruct,mbpp_plus,r,378,378,265806,703.1904761904761,658.0,183099,484.3888888888889,460.5,82707,218.8015873015873,198.0,158876,117514,41362,,,,375,279,0.744
qwen2.5-coder-7b-instruct,mbpp_plus,sc_cpr,378,378,277272,733.5238095238095,688.0,194439,514.3888888888889,490.5,82833,219.13492063492063,198.0,170342,128854,41488,,,,375,277,0.7386666666666667
qwen2.5-coder-7b-instruct,mbpp_plus,sc_cr,378,378,273159,722.6428571428571,677.5,190281,503.3888888888889,479.5,82878,219.25396825396825,198.0,166229,124696,41533,,,,375,277,0.7386666666666667
qwen2.5-coder-7b-instruct,mbpp_plus,sc_dcpr,378,378,296004,783.0793650793651,741.5,207291,548.3888888888889,524.5,88713,234.6904761904762,210.0,189074,141706,47368,,,,373,277,0.7426273458445041
qwen2.5-coder-7b-instruct,mbpp_plus,sc_dcr,378,378,289327,765.4153439153439,722.5,203889,539.3888888888889,515.5,85438,226.02645502645504,206.0,182397,138304,44093,,,,375,280,0.7466666666666667
qwen2.5-coder-7b-instruct,mbpp_plus,sc_dr,378,378,283615,750.3042328042328,705.5,198597,525.3888888888889,501.5,85018,224.91534391534393,204.0,176685,133012,43673,,,,375,279,0.744
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cpr,1136,1135,5144178,4532.315418502202,4088,3174816,2797.1947136563876,2574,1969362,1735.120704845815,1520,4582870,2891648,1691222,,,,1135,398,0.35066079295154184
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,cr,1136,1135,3798355,3346.568281938326,2914,2243278,1976.4563876651982,1766,1555077,1370.1118942731277,1143,3237047,1960110,1276937,,,,1135,429,0.37797356828193834
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcpr,1136,1135,2183155,1923.4845814977973,995,1522873,1341.7383259911894,737,660282,581.7462555066079,258,1621847,1239705,382142,540939,3501962,2961023,1135,544,0.479295154185022
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dcr,1136,1135,1860989,1639.637885462555,995,1289857,1136.437885462555,737,571132,503.2,258,1299681,1006689,292992,540939,2478305,1937366,1135,545,0.4801762114537445
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,direct,1136,1136,565811,498.07306338028167,467.0,283575,249.62588028169014,233.0,282236,248.44718309859155,229.5,0,0,0,,,,1136,562,0.49471830985915494
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,dr,1136,1135,1332578,1174.0775330396475,993,972192,856.5568281938326,735,360386,317.520704845815,255,771270,689024,82246,540939,637458,96519,1136,565,0.49735915492957744
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,r,1136,1135,1429097,1259.1162995594714,1190,875777,771.6096916299559,733,553320,487.50660792951544,458,867789,592609,275180,,,,1136,566,0.4982394366197183
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_cpr,1136,1135,1510789,1331.0916299559472,1280,909827,801.6096916299559,763,600962,529.4819383259912,504,949481,626659,322822,,,,1136,563,0.49559859154929575
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_cr,1136,1135,1455246,1282.1550660792952,1213,897342,790.6096916299559,752,557904,491.5453744493392,464,893938,614174,279764,,,,1136,564,0.4964788732394366
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dcpr,1136,1135,1566453,1380.1348017621146,1312,948417,835.6096916299559,797,618036,544.5251101321586,506,1005145,665249,339896,,,,1136,550,0.4841549295774648
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dcr,1136,1135,1507529,1328.2193832599119,1262,938202,826.6096916299559,788,569327,501.60969162995593,474,946221,655034,291187,,,,1136,562,0.49471830985915494
qwen3-coder-30b-a3b-instruct-fp8,bigcodebench_instruct,sc_dr,1136,1135,1483741,1307.2607929515418,1238,922312,812.6096916299559,774,561429,494.6511013215859,466,922433,639144,283289,,,,1136,561,0.49383802816901406
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cpr,163,161,520969,3235.832298136646,3005,347321,2157.273291925466,2004,173648,1078.55900621118,1001,448399,309828,138571,,,,161,127,0.7888198757763976
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,cr,163,161,387019,2403.8447204968943,2168,245858,1527.0683229813665,1401,141161,876.776397515528,769,314449,208365,106084,,,,161,133,0.8260869565217391
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcpr,163,161,203508,1264.024844720497,827,146627,910.7267080745341,619,56881,353.29813664596276,195,130938,109134,21804,67650,385111,317461,160,136,0.85
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dcr,163,161,186508,1158.4347826086957,827,133000,826.0869565217391,619,53508,332.3478260869565,195,113938,95507,18431,67650,268161,200511,160,136,0.85
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,direct,163,163,81488,499.92638036809814,423,38219,234.4723926380368,219,43269,265.4539877300613,191,0,0,0,,,,161,138,0.8571428571428571
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,dr,163,161,154030,956.7080745341615,827,113854,707.1677018633541,619,40176,249.54037267080744,195,81460,76361,5099,67650,94642,26992,160,138,0.8625
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,r,163,161,181022,1124.3602484472049,1050,112663,699.7701863354038,670,68359,424.5900621118012,382,108452,75170,33282,,,,160,138,0.8625
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_cpr,163,161,250017,1552.9006211180124,1443,117493,729.7701863354038,700,132524,823.1304347826087,699,177447,80000,97447,,,,161,136,0.84472049689441
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_cr,163,161,197547,1227.0,1133,115722,718.7701863354038,689,81825,508.2298136645963,429,124977,78229,46748,,,,162,139,0.8580246913580247
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dcpr,163,161,197243,1225.111801242236,1124,122967,763.7701863354038,734,74276,461.3416149068323,390,124673,85474,39199,,,,160,137,0.85625
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dcr,163,161,193738,1203.3416149068323,1115,121518,754.7701863354038,725,72220,448.57142857142856,389,121168,84025,37143,,,,160,136,0.85
qwen3-coder-30b-a3b-instruct-fp8,humaneval_plus,sc_dr,163,161,188528,1170.9813664596272,1094,119264,740.7701863354038,711,69264,430.2111801242236,388,115958,81771,34187,,,,160,138,0.8625
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cpr,378,378,896005,2370.3835978835978,2249.5,579073,1531.9391534391534,1467.5,316932,838.4444444444445,774.5,769037,521426,247611,,,,376,245,0.651595744680851
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,cr,378,378,658446,1741.920634920635,1616.5,401832,1063.047619047619,1015.0,256614,678.8730158730159,595.5,531478,344185,187293,,,,376,252,0.6702127659574468
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcpr,378,378,363943,962.8121693121693,596.0,250438,662.5343915343915,432.0,113505,300.27777777777777,155.0,236975,192791,44184,109842,641904,532062,377,282,0.7480106100795756
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dcr,378,378,327928,867.5343915343915,596.0,219853,581.6216931216932,432.0,108075,285.91269841269843,155.0,200960,162206,38754,109842,440360,330518,377,285,0.7559681697612732
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,direct,378,378,126968,335.8941798941799,296.5,57647,152.505291005291,144.5,69321,183.38888888888889,142.0,0,0,0,,,,377,287,0.7612732095490716
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,dr,378,378,269665,713.3994708994709,592.0,184816,488.9312169312169,432.0,84849,224.46825396825398,152.5,142697,127169,15528,109842,155855,46013,377,287,0.7612732095490716
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,r,378,378,315678,835.1269841269841,764.5,184515,488.13492063492066,469.0,131163,346.9920634920635,284.0,188710,126868,61842,,,,377,287,0.7612732095490716
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_cpr,378,378,450329,1191.3465608465608,1082.5,195855,518.1349206349206,499.0,254474,673.2116402116402,575.5,323361,138208,185153,,,,378,280,0.7407407407407407
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_cr,378,378,376066,994.8835978835979,839.0,191697,507.13492063492066,488.0,184369,487.74867724867727,336.0,249098,134050,115048,,,,377,284,0.753315649867374
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dcpr,378,378,357152,944.8465608465608,855.5,208707,552.1349206349206,533.0,148445,392.7116402116402,305.0,230184,151060,79124,,,,378,284,0.7513227513227513
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dcr,378,378,347621,919.6322751322751,842.0,205305,543.1349206349206,524.0,142316,376.4973544973545,300.5,220653,147658,72995,,,,376,278,0.7393617021276596
qwen3-coder-30b-a3b-instruct-fp8,mbpp_plus,sc_dr,378,378,337472,892.7830687830688,811.5,200013,529.1349206349206,510.0,137459,363.64814814814815,292.0,210504,142366,68138,,,,377,285,0.7559681697612732
